policyRef,personalityId,family,expression,reviewed,reviewRationale,overrides
PERSONALITY_PROFILE_DIMENSIONS_V1,CONTROL_UNCONTROLLABLE_CORE_CONFLICT,CONTROL,UNCONTROLLABLE_CORE,true,UNCONTROLLABLE_CORE was reviewed against all twelve CONTROL base dimensions. the expression materially rejects stable structure. Only material differences are overridden.,"{""structureOrientation"":{""value"":""CHAOS"",""rationale"":""UNCONTROLLABLE_CORE differs from CONTROL's base because the expression materially rejects stable structure; CHAOS makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,CONTROL_UNPREDICTABILITY_WOUND,CONTROL,UNPREDICTABILITY,true,UNPREDICTABILITY was reviewed against all twelve CONTROL base dimensions. the expression materially rejects stable structure. Only material differences are overridden.,"{""structureOrientation"":{""value"":""CHAOS"",""rationale"":""UNPREDICTABILITY differs from CONTROL's base because the expression materially rejects stable structure; CHAOS makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,COOPERATION_CIRCLE_DEPENDENT_POWER_CONFLICT,COOPERATION,CIRCLE_DEPENDENT_POWER,true,CIRCLE_DEPENDENT_POWER was reviewed against all twelve COOPERATION base dimensions. the expression materially depends on coordinated participation. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COOPERATION_COOPERATIVE_HUNTING_EXPRESSION,COOPERATION,COOPERATIVE_HUNTING,true,COOPERATIVE_HUNTING was reviewed against all twelve COOPERATION base dimensions. the expression materially depends on coordinated participation. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COOPERATION_GROUP_DEFENSE_EXPRESSION,COOPERATION,GROUP_DEFENSE,true,GROUP_DEFENSE was reviewed against all twelve COOPERATION base dimensions. the expression materially depends on coordinated participation. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COOPERATION_SOLIDARITY_FRACTURE_WOUND,COOPERATION,SOLIDARITY_FRACTURE,true,"SOLIDARITY_FRACTURE was reviewed against all twelve COOPERATION base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COURAGE_COURAGE_WITHOUT_CHOICE_CONFLICT,COURAGE,COURAGE_WITHOUT_CHOICE,true,COURAGE_WITHOUT_CHOICE was reviewed against all twelve COURAGE base dimensions. the expression foregrounds rapid hostile activation. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COURAGE_FEIGNED_INJURY_EXPRESSION,COURAGE,FEIGNED_INJURY,true,"FEIGNED_INJURY was reviewed against all twelve COURAGE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,COURAGE_RESISTANCE_COURAGE_WOUND,COURAGE,RESISTANCE_COURAGE,true,RESISTANCE_COURAGE was reviewed against all twelve COURAGE base dimensions. the expression foregrounds rapid hostile activation. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CURIOSITY_BOUNDARY_BLIND_INQUIRY_CONFLICT,CURIOSITY,BOUNDARY_BLIND_INQUIRY,true,"BOUNDARY_BLIND_INQUIRY was reviewed against all twelve CURIOSITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CURIOSITY_LOST_HISTORY_WOUND,CURIOSITY,LOST_HISTORY,true,"LOST_HISTORY was reviewed against all twelve CURIOSITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,CURIOSITY_PROBLEM_SOLVING_EXPRESSION,CURIOSITY,PROBLEM_SOLVING,true,"PROBLEM_SOLVING was reviewed against all twelve CURIOSITY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DESIRE_COMMODIFIED_DESIRE_WOUND,DESIRE,COMMODIFIED_DESIRE,true,"COMMODIFIED_DESIRE was reviewed against all twelve DESIRE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DESIRE_COMPELLED_ATTRACTION_CONFLICT,DESIRE,COMPELLED_ATTRACTION,true,"COMPELLED_ATTRACTION was reviewed against all twelve DESIRE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DESIRE_COURTSHIP_DISPLAY_EXPRESSION,DESIRE,COURTSHIP_DISPLAY,true,COURTSHIP_DISPLAY was reviewed against all twelve DESIRE base dimensions. the expression specifically depends on conspicuous signaling; the expression foregrounds possibility or positive affect. Only material differences are overridden.,"{""loquacity"":{""value"":""TALKATIVE"",""rationale"":""COURTSHIP_DISPLAY differs from DESIRE's base because the expression specifically depends on conspicuous signaling; TALKATIVE makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,DESIRE_HUNGER_VERSUS_LOVE_CONFLICT,DESIRE,HUNGER_VERSUS_LOVE,true,"HUNGER_VERSUS_LOVE was reviewed against all twelve DESIRE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DESIRE_WISH_GRANTER_CONFLICT,DESIRE,WISH_GRANTER,true,"WISH_GRANTER was reviewed against all twelve DESIRE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DISCIPLINE_ASCETIC_POWER_CONFLICT,DISCIPLINE,ASCETIC_POWER,true,"ASCETIC_POWER was reviewed against all twelve DISCIPLINE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DISCIPLINE_COMMANDED_DISCIPLINE_CONFLICT,DISCIPLINE,COMMANDED_DISCIPLINE,true,"COMMANDED_DISCIPLINE was reviewed against all twelve DISCIPLINE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DISCIPLINE_FORAGING_DISCIPLINE_EXPRESSION,DISCIPLINE,FORAGING_DISCIPLINE,true,"FORAGING_DISCIPLINE was reviewed against all twelve DISCIPLINE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DISCIPLINE_FORM_MAINTENANCE_CONFLICT,DISCIPLINE,FORM_MAINTENANCE,true,"FORM_MAINTENANCE was reviewed against all twelve DISCIPLINE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DISCIPLINE_PUNITIVE_TRAINING_WOUND,DISCIPLINE,PUNITIVE_TRAINING,true,"PUNITIVE_TRAINING was reviewed against all twelve DISCIPLINE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DISCIPLINE_VIGIL_WITHOUT_END_CONFLICT,DISCIPLINE,VIGIL_WITHOUT_END,true,VIGIL_WITHOUT_END was reviewed against all twelve DISCIPLINE base dimensions. the expression materially depends on stable repeated structure. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DISSENT_CONTRARIAN_IDENTITY_CONFLICT,DISSENT,CONTRARIAN_IDENTITY,true,"CONTRARIAN_IDENTITY was reviewed against all twelve DISSENT base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DISSENT_HERETICAL_DIVINITY_CONFLICT,DISSENT,HERETICAL_DIVINITY,true,"HERETICAL_DIVINITY was reviewed against all twelve DISSENT base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DISSENT_MINORITY_VOICE_WOUND,DISSENT,MINORITY_VOICE,true,MINORITY_VOICE was reviewed against all twelve DISSENT base dimensions. the expression specifically depends on conspicuous signaling. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DISSENT_REFUSAL_EXPRESSION,DISSENT,REFUSAL,true,"REFUSAL was reviewed against all twelve DISSENT base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DISSENT_SUPPRESSED_SPEECH_WOUND,DISSENT,SUPPRESSED_SPEECH,true,SUPPRESSED_SPEECH was reviewed against all twelve DISSENT base dimensions. the expression specifically depends on conspicuous signaling. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DOMINANCE_POSTURE_DOMINANCE_EXPRESSION,DOMINANCE,POSTURE_DOMINANCE,true,"POSTURE_DOMINANCE was reviewed against all twelve DOMINANCE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DOMINANCE_RESOURCE_MONOPOLY_EXPRESSION,DOMINANCE,RESOURCE_MONOPOLY,true,RESOURCE_MONOPOLY was reviewed against all twelve DOMINANCE base dimensions. the expression foregrounds exclusive acquisition or self-priority. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DOMINANCE_RULE_OR_BE_RULED_CONFLICT,DOMINANCE,RULE_OR_BE_RULED,true,"RULE_OR_BE_RULED was reviewed against all twelve DOMINANCE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DOUBT_MAKER_DECEPTION_CONFLICT,DOUBT,MAKER_DECEPTION,true,"MAKER_DECEPTION was reviewed against all twelve DOUBT base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DOUBT_RETESTING_EXPRESSION,DOUBT,RETESTING,true,"RETESTING was reviewed against all twelve DOUBT base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DUTY_ABANDONED_DUTY_WOUND,DUTY,ABANDONED_DUTY,true,ABANDONED_DUTY was reviewed against all twelve DUTY base dimensions. the expression foregrounds expected deprivation or unresolved harm. Only material differences are overridden.,"{""outlookOrientation"":{""value"":""PESSIMISTIC"",""rationale"":""ABANDONED_DUTY differs from DUTY's base because the expression foregrounds expected deprivation or unresolved harm; PESSIMISTIC makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,DUTY_LAST_GUARDIAN_CONFLICT,DUTY,LAST_GUARDIAN,true,LAST_GUARDIAN was reviewed against all twelve DUTY base dimensions. the expression foregrounds costly action for another. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DUTY_NEST_DUTY_EXPRESSION,DUTY,NEST_DUTY,true,"NEST_DUTY was reviewed against all twelve DUTY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,DUTY_WATCH_DUTY_EXPRESSION,DUTY,WATCH_DUTY,true,WATCH_DUTY was reviewed against all twelve DUTY base dimensions. the expression materially depends on stable repeated structure. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EMBODIMENT_DISEMBODIED_LONGING_CONFLICT,EMBODIMENT,DISEMBODIED_LONGING,true,"DISEMBODIED_LONGING was reviewed against all twelve EMBODIMENT base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EMBODIMENT_DISPLACEMENT_FROM_BODY_WOUND,EMBODIMENT,DISPLACEMENT_FROM_BODY,true,"DISPLACEMENT_FROM_BODY was reviewed against all twelve EMBODIMENT base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EMBODIMENT_FUNCTIONAL_BODY_EXPRESSION,EMBODIMENT,FUNCTIONAL_BODY,true,"FUNCTIONAL_BODY was reviewed against all twelve EMBODIMENT base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EMBODIMENT_ORNAMENTAL_BODY_EXPRESSION,EMBODIMENT,ORNAMENTAL_BODY,true,"ORNAMENTAL_BODY was reviewed against all twelve EMBODIMENT base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EMBODIMENT_PRISON_BODY_CONFLICT,EMBODIMENT,PRISON_BODY,true,"PRISON_BODY was reviewed against all twelve EMBODIMENT base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EMBODIMENT_PROTECTED_BODY_EXPRESSION,EMBODIMENT,PROTECTED_BODY,true,PROTECTED_BODY was reviewed against all twelve EMBODIMENT base dimensions. the expression foregrounds costly action for another. Only material differences are overridden.,"{""motivation"":{""value"":""ALTRUISTIC"",""rationale"":""PROTECTED_BODY differs from EMBODIMENT's base because the expression foregrounds costly action for another; ALTRUISTIC makes that difference operational without changing unrelated fields.""},""collaborativePosture"":{""value"":""HELPFUL"",""rationale"":""PROTECTED_BODY differs from EMBODIMENT's base because the expression foregrounds costly action for another; HELPFUL makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,EMBODIMENT_WEAPON_BODY_CONFLICT,EMBODIMENT,WEAPON_BODY,true,"WEAPON_BODY was reviewed against all twelve EMBODIMENT base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EMPATHY_CONSOLATION_EXPRESSION,EMPATHY,CONSOLATION,true,"CONSOLATION was reviewed against all twelve EMPATHY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EMPATHY_DEHUMANIZATION_WOUND,EMPATHY,DEHUMANIZATION,true,"DEHUMANIZATION was reviewed against all twelve EMPATHY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EMPATHY_DISTRESS_RESPONSE_EXPRESSION,EMPATHY,DISTRESS_RESPONSE,true,"DISTRESS_RESPONSE was reviewed against all twelve EMPATHY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EMPATHY_PREDATOR_EMPATHY_CONFLICT,EMPATHY,PREDATOR_EMPATHY,true,"PREDATOR_EMPATHY was reviewed against all twelve EMPATHY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,ENVY_INTERNAL_COMPARISON_WOUND,ENVY,INTERNAL_COMPARISON,true,"INTERNAL_COMPARISON was reviewed against all twelve ENVY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,ENVY_OBJECT_COVETING_EXPRESSION,ENVY,OBJECT_COVETING,true,OBJECT_COVETING was reviewed against all twelve ENVY base dimensions. the expression foregrounds exclusive acquisition or self-priority. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,ENVY_ORDINARY_LIFE_ENVY_CONFLICT,ENVY,ORDINARY_LIFE_ENVY,true,"ORDINARY_LIFE_ENVY was reviewed against all twelve ENVY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,ENVY_VISIBLE_INEQUALITY_WOUND,ENVY,VISIBLE_INEQUALITY,true,"VISIBLE_INEQUALITY was reviewed against all twelve ENVY base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EQUANIMITY_LOW_REACTIVITY_EXPRESSION,EQUANIMITY,LOW_REACTIVITY,true,LOW_REACTIVITY was reviewed against all twelve EQUANIMITY base dimensions. the expression foregrounds affective containment. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EQUANIMITY_SCRUTINIZED_COMPOSURE_WOUND,EQUANIMITY,SCRUTINIZED_COMPOSURE,true,SCRUTINIZED_COMPOSURE was reviewed against all twelve EQUANIMITY base dimensions. the expression foregrounds affective containment. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EQUANIMITY_SERENITY_AS_SEAL_CONFLICT,EQUANIMITY,SERENITY_AS_SEAL,true,SERENITY_AS_SEAL was reviewed against all twelve EQUANIMITY base dimensions. the expression foregrounds affective containment. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXILE_COLONIZATION_EXPRESSION,EXILE,COLONIZATION,true,"COLONIZATION was reviewed against all twelve EXILE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXILE_DIASPORA_DISTANCE_WOUND,EXILE,DIASPORA_DISTANCE,true,"DIASPORA_DISTANCE was reviewed against all twelve EXILE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXILE_FORCED_MIGRATION_WOUND,EXILE,FORCED_MIGRATION,true,"FORCED_MIGRATION was reviewed against all twelve EXILE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXILE_NOMADIC_CONTINUITY_EXPRESSION,EXILE,NOMADIC_CONTINUITY,true,"NOMADIC_CONTINUITY was reviewed against all twelve EXILE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXILE_TWO_HOME_CONFLICT,EXILE,TWO_HOME,true,"TWO_HOME was reviewed against all twelve EXILE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPOSURE_DISPLAY_EXPOSURE_EXPRESSION,EXPOSURE,DISPLAY_EXPOSURE,true,DISPLAY_EXPOSURE was reviewed against all twelve EXPOSURE base dimensions. the expression specifically depends on conspicuous signaling; the expression foregrounds possibility or positive affect. Only material differences are overridden.,"{""outlookOrientation"":{""value"":""OPTIMISTIC"",""rationale"":""DISPLAY_EXPOSURE differs from EXPOSURE's base because the expression foregrounds possibility or positive affect; OPTIMISTIC makes that difference operational without changing unrelated fields.""},""emotionalTemperature"":{""value"":""JOYFUL"",""rationale"":""DISPLAY_EXPOSURE differs from EXPOSURE's base because the expression foregrounds possibility or positive affect; JOYFUL makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPOSURE_EXPOSURE_AS_EXISTENCE_CONFLICT,EXPOSURE,EXPOSURE_AS_EXISTENCE,true,"EXPOSURE_AS_EXISTENCE was reviewed against all twelve EXPOSURE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPOSURE_INVINCIBLE_WHILE_UNKNOWN_CONFLICT,EXPOSURE,INVINCIBLE_WHILE_UNKNOWN,true,INVINCIBLE_WHILE_UNKNOWN was reviewed against all twelve EXPOSURE base dimensions. the expression specifically suppresses or conceals signaling. Only material differences are overridden.,"{""loquacity"":{""value"":""TO_THE_POINT"",""rationale"":""INVINCIBLE_WHILE_UNKNOWN differs from EXPOSURE's base because the expression specifically suppresses or conceals signaling; TO_THE_POINT makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPOSURE_PRIVACY_DEPRIVATION_WOUND,EXPOSURE,PRIVACY_DEPRIVATION,true,"PRIVACY_DEPRIVATION was reviewed against all twelve EXPOSURE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPOSURE_SEEN_AND_BOUND_CONFLICT,EXPOSURE,SEEN_AND_BOUND,true,"SEEN_AND_BOUND was reviewed against all twelve EXPOSURE base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_CHEMICAL_EXPRESSION,EXPRESSION,CHEMICAL,true,"CHEMICAL was reviewed against all twelve EXPRESSION base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_COMPELLED_PERFORMANCE_CONFLICT,EXPRESSION,COMPELLED_PERFORMANCE,true,COMPELLED_PERFORMANCE was reviewed against all twelve EXPRESSION base dimensions. the expression specifically depends on conspicuous signaling. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_LANGUAGE_SUPPRESSION_WOUND,EXPRESSION,LANGUAGE_SUPPRESSION,true,"LANGUAGE_SUPPRESSION was reviewed against all twelve EXPRESSION base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_SILENCE_EXPRESSION,EXPRESSION,SILENCE,true,SILENCE was reviewed against all twelve EXPRESSION base dimensions. the expression specifically suppresses or conceals signaling. Only material differences are overridden.,"{""loquacity"":{""value"":""TO_THE_POINT"",""rationale"":""SILENCE differs from EXPRESSION's base because the expression specifically suppresses or conceals signaling; TO_THE_POINT makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_TACTILE_EXPRESSION,EXPRESSION,TACTILE,true,"TACTILE was reviewed against all twelve EXPRESSION base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_UNSPEAKABLE_NEED_CONFLICT,EXPRESSION,UNSPEAKABLE_NEED,true,UNSPEAKABLE_NEED was reviewed against all twelve EXPRESSION base dimensions. the expression specifically suppresses or conceals signaling. Only material differences are overridden.,"{""loquacity"":{""value"":""TO_THE_POINT"",""rationale"":""UNSPEAKABLE_NEED differs from EXPRESSION's base because the expression specifically suppresses or conceals signaling; TO_THE_POINT makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_VISUAL_EXPRESSION,EXPRESSION,VISUAL,true,"VISUAL was reviewed against all twelve EXPRESSION base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_VOCAL_EXPRESSION,EXPRESSION,VOCAL,true,VOCAL was reviewed against all twelve EXPRESSION base dimensions. the expression specifically depends on conspicuous signaling. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_WORLD_CHANGING_VOICE_CONFLICT,EXPRESSION,WORLD_CHANGING_VOICE,true,WORLD_CHANGING_VOICE was reviewed against all twelve EXPRESSION base dimensions. the expression specifically depends on conspicuous signaling. Only material differences are overridden.,{}
PERSONALITY_PROFILE_DIMENSIONS_V1,FAIRNESS_JUSTICE_VERSUS_LOVE_CONFLICT,FAIRNESS,JUSTICE_VERSUS_LOVE,true,"JUSTICE_VERSUS_LOVE was reviewed against all twelve FAIRNESS base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,FAIRNESS_LABOR_EXTRACTION_WOUND,FAIRNESS,LABOR_EXTRACTION,true,LABOR_EXTRACTION was reviewed against all twelve FAIRNESS base dimensions. the expression foregrounds expected deprivation or unresolved harm. Only material differences are overridden.,"{""outlookOrientation"":{""value"":""PESSIMISTIC"",""rationale"":""LABOR_EXTRACTION differs from FAIRNESS's base because the expression foregrounds expected deprivation or unresolved harm; PESSIMISTIC makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,FAIRNESS_TURN_TAKING_EXPRESSION,FAIRNESS,TURN_TAKING,true,"TURN_TAKING was reviewed against all twelve FAIRNESS base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,FAIRNESS_UNEQUAL_LAW_WOUND,FAIRNESS,UNEQUAL_LAW,true,"UNEQUAL_LAW was reviewed against all twelve FAIRNESS base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,FAITH_FALSE_REVELATION_CONFLICT,FAITH,FALSE_REVELATION,true,"FALSE_REVELATION was reviewed against all twelve FAITH base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,FAITH_INHERITED_CUE_EXPRESSION,FAITH,INHERITED_CUE,true,"INHERITED_CUE was reviewed against all twelve FAITH base dimensions. Its specific wording does not materially reverse a base property, so the family profile remains the most coherent game-semantic resolution.",{}
PERSONALITY_PROFILE_DIMENSIONS_V1,FAITH_PERSECUTED_FAITH_WOUND,FAITH,PERSECUTED_FAITH,true,PERSECUTED_FAITH was reviewed against all twelve FAITH base dimensions. the expression foregrounds expected deprivation or unresolved harm. Only material differences are overridden.,"{""outlookOrientation"":{""value"":""PESSIMISTIC"",""rationale"":""PERSECUTED_FAITH differs from FAITH's base because the expression foregrounds expected deprivation or unresolved harm; PESSIMISTIC makes that difference operational without changing unrelated fields.""}}"
PERSONALITY_PROFILE_DIMENSIONS_V1,FAITH_SELF_AS_OBJECT_OF_FAITH_CONFLICT,FAITH,SELF_AS_OBJECT_OF_FAITH,true,SELF_AS_OBJECT_OF_FAITH was reviewed against all twelve FAITH base dimensions. the expression foregrounds exclusive acquisition or self-priority. Only material differences are overridden.,"{""motivation"":{""value"":""SELFISH"",""rationale"":""SELF_AS_OBJECT_OF_FAITH differs from FAITH's base because the expression foregrounds exclusive acquisition or self-priority; SELFISH makes that difference operational without changing unrelated fields.""},""ownershipMode"":{""value"":""SINGLE_ENTITY"",""rationale"":""SELF_AS_OBJECT_OF_FAITH differs from FAITH's base because the expression foregrounds exclusive acquisition or self-priority; SINGLE_ENTITY makes that difference operational without changing unrelated fields.""}}"
