citationId,sourceId,locator,boundedContext,sourceFact,subjectAlignment,claimAlignment
CIT_JRN_R02_B01_SPC_GENETTA_GENETTA_PERSONALITY_ID_001,SRC_R02_B01_040,Species description,Common genets are nocturnal and hunt by scent.,The species uses scent while hunting.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GENETTA_GENETTA_TERRAIN_BROAD_001,SRC_R02_B01_040,Habitat entry,The habitat is described as dense vegetation and forests.,Common genets occupy forest habitat.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GENETTA_GENETTA_TERRAIN_SPECIFIC_001,SRC_R02_B01_040,Habitat entry,Dense vegetation and forests provide the stated habitat.,The species uses woodland and dense forest-floor cover.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GIRAFFA_CAMELOPARDALIS_PERSONALITY_ID_001,SRC_R02_B01_044,Spot the species and Use your horns sections,The page lists northern giraffe among four species and describes males fighting with ossicones.,Male giraffes use their ossicones in fights.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GIRAFFA_CAMELOPARDALIS_TERRAIN_BROAD_001,SRC_R02_B01_057,Species and habitat overview,"The authority lists northern giraffe and states giraffes use open woodland, wooded grassland, shrubland, and savanna.",Northern giraffe use grassland and forest environments.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GIRAFFA_CAMELOPARDALIS_TERRAIN_SPECIFIC_001,SRC_R02_B01_057,Species and habitat overview,"The authority lists northern giraffe and documents open woodlands, wooded grasslands, shrublands, and savannas across giraffe range.","Northern giraffe use savanna, woodland, and shrubland.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GIRAFFA_GIRAFFA_PERSONALITY_ID_001,SRC_R02_B01_044,Spot the species and Use your horns sections,The page lists southern giraffe among four species and describes males fighting with ossicones.,Male giraffes use their ossicones in fights.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GIRAFFA_GIRAFFA_TERRAIN_BROAD_001,SRC_R02_B01_057,Species and habitat overview,"The authority lists southern giraffe and states giraffes use open woodland, wooded grassland, shrubland, and savanna.",Southern giraffe use grassland and forest environments.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GIRAFFA_GIRAFFA_TERRAIN_SPECIFIC_001,SRC_R02_B01_057,Species and habitat overview,"The authority lists southern giraffe and documents open woodlands, wooded grasslands, shrublands, and savannas across giraffe range.","Southern giraffe use savanna, woodland, and shrubland.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GIRAFFA_RETICULATA_PERSONALITY_ID_001,SRC_R02_B01_020,Social Organization,Individuals may spar with one another to establish dominance.,Reticulated giraffes use sparring in dominance interactions.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GIRAFFA_RETICULATA_TERRAIN_BROAD_001,SRC_R02_B01_020,Habitat and Range,The species inhabits open woodlands and dry savannas with trees.,Reticulated giraffes occupy grassland and forest environments.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GIRAFFA_RETICULATA_TERRAIN_SPECIFIC_001,SRC_R02_B01_020,Habitat and Range,Open woodland and dry savanna are the stated habitats.,The species uses savanna and woodland.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GIRAFFA_TIPPELSKIRCHI_PERSONALITY_ID_001,SRC_R02_B01_057,Recognized species and giraffe behavior sections,"Masai giraffe is enumerated, and males compete by swinging necks and striking with ossicones.",Male Masai giraffe inherit documented genus-level fighting behavior.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GIRAFFA_TIPPELSKIRCHI_TERRAIN_BROAD_001,SRC_R02_B01_057,"Species, habitat, and range sections",The authority enumerates Masai giraffe and identifies open woodland and wooded grassland habitat.,Masai giraffe use grassland and forest environments.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GIRAFFA_TIPPELSKIRCHI_TERRAIN_SPECIFIC_001,SRC_R02_B01_057,Where do giraffes live section,"Open woodlands, wooded grasslands, shrublands, and savannas are documented across giraffe range.","Masai giraffe inherit documented genus-level use of savanna, woodland, and shrubland.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GULO_GULO_PERSONALITY_ID_001,SRC_R02_B01_042,"Biological Characteristics, Physical Description",Wolverines have robust skulls and teeth capable of crushing large-prey bones.,The species can crush large-prey bones.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GULO_GULO_TERRAIN_BROAD_001,SRC_R02_B01_042,"Habitat, seasonal variation, and denning sections","The review documents montane and boreal forests, alpine tundra, snow cover, and tunneled snow dens.","Wolverines use mountain, forest, polar-snow, and subterranean environments.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_GULO_GULO_TERRAIN_SPECIFIC_001,SRC_R02_B01_042,Habitat and denning sections,"Alpine, boreal forest, tundra, and tunneled dens are explicitly documented.","The species uses alpine terrain, boreal forest, tundra, and burrows in snow.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HELARCTOS_MALAYANUS_PERSONALITY_ID_001,SRC_R02_B01_017,About and Habitat and Diet,Sun bears tear into trees and probe tight places for insects and honey.,The species uses specialized tree-opening and probing behavior to forage.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HELARCTOS_MALAYANUS_TERRAIN_BROAD_001,SRC_R02_B01_017,Habitat and Diet,Sun bears make homes in tree branches and also rest on the ground in undisturbed areas.,Sun bears occupy forest habitat.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HELARCTOS_MALAYANUS_TERRAIN_SPECIFIC_001,SRC_R02_B01_017,Habitat and Diet,The account documents use of high tree branches and the ground beneath them.,The species uses the forest canopy and forest floor.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HERPESTES_ICHNEUMON_PERSONALITY_ID_001,SRC_R02_B01_069,"Page 2, Social organization and behavior","Family groups move together, share prey, and retire to shared dens.",Egyptian mongoose family groups coordinate movement and den use.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HERPESTES_ICHNEUMON_TERRAIN_BROAD_001,SRC_R02_B01_069,"Page 1, Habitat and altitudinal range","Dense vegetation, stream banks, wetlands, and burrows are preferred.","The species uses wetland, freshwater-edge, forest-cover, and subterranean habitat.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HERPESTES_ICHNEUMON_TERRAIN_SPECIFIC_001,SRC_R02_B01_069,"Pages 1-2, Habitat and social behavior","Stream banks, wet dense scrub, and reused rabbit or badger burrows are documented.","The species uses river margins, marsh vegetation, scrubland, and burrows.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HEXAPROTODON_LIBERIENSIS_PERSONALITY_ID_001,SRC_R02_B01_001,"Behavior section, territory-marking discussion",The species backs against surfaces and rapidly spreads urine and fecal material as marking or communication.,Pygmy hippos perform a specialized marking display.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HEXAPROTODON_LIBERIENSIS_TERRAIN_BROAD_001,SRC_R02_B01_001,Diagnosis and Space use sections,"Primary and secondary rainforest, swamps, streams, rivers, and den structures are documented.","The species occupies forest, wetland, freshwater, and den habitats.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HEXAPROTODON_LIBERIENSIS_TERRAIN_SPECIFIC_001,SRC_R02_B01_001,Space use section,"Rainforest, palm swamp, streams and rivers, and bank-hollow dens are identified.","Pygmy hippos use rainforest, swamp, river, and burrow-like den terrain.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HIPPOPOTAMUS_AMPHIBIUS_PERSONALITY_ID_001,SRC_R02_B01_078,Social Structure,A dominant male controls the herd while younger males retain membership through submission.,Common hippopotamus groups exhibit explicit dominance structure.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HIPPOPOTAMUS_AMPHIBIUS_TERRAIN_BROAD_001,SRC_R02_B01_078,Habitat,The semiaquatic species requires water near grass and lives along rivers and lakes.,Common hippos use freshwater and grassland environments.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HIPPOPOTAMUS_AMPHIBIUS_TERRAIN_SPECIFIC_001,SRC_R02_B01_078,Habitat,"Rivers, lakes, and nearby grazing land are documented.","The species uses river, lake, and savanna-like grazing habitat.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HIPPOTRAGUS_NIGER_PERSONALITY_ID_001,SRC_R02_B01_054,Overview,Males maintain an arched-neck posture that manifests dominance.,Sable antelope males use a dominance posture.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HIPPOTRAGUS_NIGER_TERRAIN_BROAD_001,SRC_R02_B01_054,Habitat and Habitats sections,The species lives in light savanna woodland mixed with bush and grassland.,Sables occupy forest and grassland environments.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HIPPOTRAGUS_NIGER_TERRAIN_SPECIFIC_001,SRC_R02_B01_054,Habitat and Habitats sections,Savanna woodland and miombo light woodland are identified.,The species uses woodland and savanna.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HYAENA_BRUNNEA_PERSONALITY_ID_001,SRC_R02_B01_048,"Habitat narrative, social organization",Most brown hyenas live in mixed-sex clans of four to fourteen animals.,Brown hyenas form structured clans.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HYAENA_BRUNNEA_TERRAIN_BROAD_001,SRC_R02_B01_048,Habitat narrative,"Desert, semi-desert, scrub, woodland savanna, and rocky mountainous cover are documented.","Brown hyenas use desert, grassland, forest, and mountain environments.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HYAENA_BRUNNEA_TERRAIN_SPECIFIC_001,SRC_R02_B01_048,Habitat narrative,"The stated habitats include arid desert, open scrub, open woodland, and savanna.","The species uses hot desert, scrubland, woodland, and savanna.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HYAENA_HYAENA_PERSONALITY_ID_001,SRC_R02_B01_016,Habitat and Diet,Striped hyenas scent mark the edges of their territory and patrol it nightly.,The species scent marks territorial boundaries.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HYAENA_HYAENA_TERRAIN_BROAD_001,SRC_R02_B01_016,Habitat and Diet; Family Life,"Semidesert, savanna, caves, and hillside burrows are documented.","Striped hyenas use desert, grassland, and subterranean environments.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HYAENA_HYAENA_TERRAIN_SPECIFIC_001,SRC_R02_B01_016,Habitat and Diet; Family Life,"Rocky scrubland, semidesert, savanna, natural caves, and burrows are identified.","The species uses hot desert, scrubland, savanna, caves, and burrows.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HYDRURGA_LEPTONYX_PERSONALITY_ID_001,SRC_R02_B01_052,Diet and feeding,Leopard seals chase or grab penguins in water and thrash captured birds before feeding.,The species uses a specialized penguin-handling sequence.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HYDRURGA_LEPTONYX_TERRAIN_BROAD_001,SRC_R02_B01_052,Distribution and abundance; breeding,The species inhabits Antarctic pack ice and returns to the ocean to feed.,Leopard seals use ocean and polar-ice environments.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HYDRURGA_LEPTONYX_TERRAIN_SPECIFIC_001,SRC_R02_B01_052,Distribution and abundance,"Pack ice, ocean wandering, and year-round use of sub-Antarctic islands are documented.","The species uses pack ice, pelagic waters, and islands.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HYEMOSCHUS_AQUATICUS_PERSONALITY_ID_001,SRC_R02_B01_008,Behavior,Males engage in short fights and use sharp canines against opponents.,Water chevrotain males use canines in physical contests.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HYEMOSCHUS_AQUATICUS_TERRAIN_BROAD_001,SRC_R02_B01_008,Habitat,Tropical rain forest and thickets close to water are documented.,The species uses forest and freshwater-edge environments.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_HYEMOSCHUS_AQUATICUS_TERRAIN_SPECIFIC_001,SRC_R02_B01_008,Habitat and Behavior,"Rainforest, thickets, river banks, and dense ground vegetation are identified.","The species uses rainforest, scrubland, river margins, and forest-floor cover.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LAMA_GLAMA_PERSONALITY_ID_001,SRC_R02_B01_046,Customs and Reproduction,A disturbed llama responds with kicks and spitting.,Llamas use kicking and spitting as defensive displays.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LAMA_GLAMA_TERRAIN_BROAD_001,SRC_R02_B01_046,Habitat; History and Uses,The domestic species prefers dry arid zones and works across mountainous uneven terrain.,Llamas use desert and mountain environments.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LAMA_GLAMA_TERRAIN_SPECIFIC_001,SRC_R02_B01_046,Habitat and Andean history,Dry arid Andean terrain is documented for the species and its domestication history.,Llamas use hot-arid terrain and Andean plateaus.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LEOPARDUS_PARDALIS_PERSONALITY_ID_001,SRC_R02_B01_014,Family Life,"Males mark territories and trails by clawing, urine spraying, and feces placement.",Ocelots use multiple territorial marking behaviors.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LEOPARDUS_PARDALIS_TERRAIN_BROAD_001,SRC_R02_B01_014,Habitat and Diet; Family Life,"Dense chaparral, tropical rainforest, trees, rocky bluffs, and caves are documented.",Ocelots use forest and subterranean shelter environments.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LEOPARDUS_PARDALIS_TERRAIN_SPECIFIC_001,SRC_R02_B01_014,Habitat and Diet; Family Life,"Rainforest, dense scrub, tree branches, and caves are identified.","The species uses rainforest, scrubland, canopy, and caves.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LEPTAILURUS_SERVAL_PERSONALITY_ID_001,SRC_R02_B01_025,About,"Servals localize rodent sounds precisely, pounce, and stun prey with their forepaws.",The species uses a precise sound-guided hunting sequence.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LEPTAILURUS_SERVAL_TERRAIN_BROAD_001,SRC_R02_B01_025,Habitat and reproduction,"Grassland, scrub, marsh, woodland, and abandoned burrows are documented.","Servals use grassland, wetland, forest, and subterranean environments.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LEPTAILURUS_SERVAL_TERRAIN_SPECIFIC_001,SRC_R02_B01_025,Habitat and reproduction,"Savanna-like grassland, scrub, marsh, woodland, and burrows are identified.","The species uses savanna, scrubland, marsh, woodland, and burrow terrain.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LITOCRANIUS_WALLERI_PERSONALITY_ID_001,SRC_R02_B01_002,"Abstract, morphology, and miscellaneous behavior",Gerenuks repeatedly browse thorny vegetation from a bipedal stance and can sidestep while upright.,The species uses specialized bipedal browsing.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LITOCRANIUS_WALLERI_TERRAIN_BROAD_001,SRC_R02_B01_002,Abstract and habitat context,Dry thornbush savanna and Somali arid-zone environments are documented.,Gerenuks use desert and grassland environments.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LITOCRANIUS_WALLERI_TERRAIN_SPECIFIC_001,SRC_R02_B01_002,Abstract and habitat context,"Dry arid terrain, thorn scrub, and savanna are identified.","The species uses hot desert, scrubland, and savanna.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LONTRA_CANADENSIS_PERSONALITY_ID_001,SRC_R02_B01_033,"Physical Description and Social Structure, lines 26 and 46-50","A river otter can easily dive to 36 feet or more. The species is frequently observed twisting, turning, rolling, diving, and sliding.",Lontra canadensis repeatedly performs conspicuous diving and sliding behavior.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LONTRA_CANADENSIS_TERRAIN_BROAD_001,SRC_R02_B01_033,"Native Habitat, lines 30-33","The exact-species account describes both marine and fresh-water aquatic habitats, including streams, rivers, lakes, ponds, marshes, and lowland coastal waters.","The species occupies fresh water, wetlands, marine water, and coastal water.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LONTRA_CANADENSIS_TERRAIN_SPECIFIC_001,SRC_R02_B01_033,"Native Habitat, lines 30-33","The listed exact habitats are streams, rivers, lakes, ponds, and marshes.","Controlled terrain mappings directly supported are river, lake, pond, and marsh.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LYCAON_PICTUS_PERSONALITY_ID_001,SRC_R02_B01_041,"Diet, lines 135-140","The exact Lycaon pictus page states that they are cooperative hunters using vocalizations and body language to work as a team, and describes pack members jointly caring for pups.",Lycaon pictus hunts cooperatively as a coordinated pack.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LYCAON_PICTUS_TERRAIN_BROAD_001,SRC_R02_B01_019,"Abstract, page 1 lines 13-18",A field study of Lycaon pictus identifies unspoiled Sudano-Guinean savanna and woodland as habitat for this wide-ranging species.,The exact species occupies savanna and woodland habitat.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LYCAON_PICTUS_TERRAIN_SPECIFIC_001,SRC_R02_B01_019,"Abstract, page 1 lines 13-18",The paper names Sudano-Guinean savanna and woodland habitat for African wild dogs.,Controlled terrain mappings directly supported are savanna and woodland.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LYNX_CANADENSIS_PERSONALITY_ID_001,SRC_R02_B01_065,"Physical Characteristics, lines 237-247",Large feet and long hind legs highly adapt Canada lynx to hunting its primary snowshoe-hare prey in deep powdery snow.,Lynx canadensis has a specialized deep-snow hunting strategy centered on snowshoe hare.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LYNX_CANADENSIS_TERRAIN_BROAD_001,SRC_R02_B01_065,"Habitat, lines 251-258",The species is closely associated with boreal spruce-fir forest and also occurs in subalpine forests of the North Cascades and Rocky Mountains.,Canada lynx occupies forest and montane forest systems.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_LYNX_CANADENSIS_TERRAIN_SPECIFIC_001,SRC_R02_B01_065,"Habitat, lines 251-258",The exact habitats named are boreal spruce-fir taiga and subalpine forest.,Controlled terrain mappings directly supported are boreal forest and montane forest.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MARTES_MARTES_PERSONALITY_ID_001,SRC_R02_B01_068,Habitat and Behaviour paragraph,The exact-species account states that European pine martens live alone and mark their territories with scent and scat.,Martes martes performs territorial scent marking.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MARTES_MARTES_TERRAIN_BROAD_001,SRC_R02_B01_003,"Ecology and habitat, lines 237-250","The species inhabits coniferous, deciduous, and mixed forests, including lowland and mountainous forests, and can occur in meadows and forest-steppe.","Martes martes occupies forest, mountain forest, and some grassland habitats.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MARTES_MARTES_TERRAIN_SPECIFIC_001,SRC_R02_B01_003,"Ecology and habitat, lines 237-250","The account documents closed lowland and mountain forests, varied forest composition, canopy structure, and meadow occurrence; a separate exact-species account reports preference for old-growth forest.","Controlled mappings supported are woodland, old-growth forest, canopy, montane forest, and meadow.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MELES_MELES_PERSONALITY_ID_001,SRC_R02_B01_081,"About, lines 49-51",European badgers live in large family groups in underground burrows called setts.,Meles meles forms large co-resident family groups.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MELES_MELES_TERRAIN_BROAD_001,SRC_R02_B01_081,"Habitats and About, lines 41-51","The exact-species page lists grassland, heathland or moorland, woodland, and underground setts.","Natural habitat mappings are grassland, forest, and subterranean.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MELES_MELES_TERRAIN_SPECIFIC_001,SRC_R02_B01_081,"Habitats and About, lines 41-51","Listed natural habitats include grassland, heathland, woodland, and underground setts.","Controlled mappings supported are meadow, scrubland, woodland, and burrow.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MELURSUS_URSINUS_PERSONALITY_ID_001,SRC_R02_B01_036,"Physical Description and Food/Eating Habits, lines 19-22 and 35-38","Sloth bears excavate hard termite mounds with long claws, close their nostrils against debris, and use a tooth gap to suck insects.",Melursus ursinus uses a specialized multi-step foraging method for social insects.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MELURSUS_URSINUS_TERRAIN_BROAD_001,SRC_R02_B01_036,"Native Habitat, lines 27-29",Sloth bears live in dry and moist forests and some tall grasslands.,The species occupies forest and grassland habitats.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MELURSUS_URSINUS_TERRAIN_SPECIFIC_001,SRC_R02_B01_036,"Native Habitat, lines 27-29",The account describes dry and moist forest plus tall grassland with scattered shrubs and trees.,"Controlled natural mappings supported are woodland, savanna, and scrubland.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MEPHITIS_MEPHITIS_PERSONALITY_ID_001,SRC_R02_B01_037,"Communication and Fun Facts, lines 32-34 and 67-69","After stomping and arching as a warning, the striped skunk can spray foul-smelling oily musk that causes pain and temporary blindness.",Mephitis mephitis uses a chemical discharge as a salient defensive signal.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MEPHITIS_MEPHITIS_TERRAIN_BROAD_001,SRC_R02_B01_037,"Native Habitat and Social Structure, lines 24-27 and 45-47","The account records wooded areas, deserts, plains, and underground dens; human-altered habitats were excluded under Beast terrain policy.","Natural mappings are forest, desert, grassland, and subterranean.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MEPHITIS_MEPHITIS_TERRAIN_SPECIFIC_001,SRC_R02_B01_037,"Native Habitat and Social Structure, lines 24-27 and 45-47","Wooded areas, deserts, plains, and underground mammal dens are explicitly described.","Controlled natural mappings supported are woodland, hot desert, prairie, and burrow.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MIROUNGA_LEONINA_PERSONALITY_ID_001,SRC_R02_B01_051,"Physical description and Special adaptations, lines 303-314","Southern elephant seals are superb divers, can exceed 1,500 metres, stay submerged up to two hours, and dive almost continuously at sea.",Mirounga leonina exhibits extreme repeated diving behavior.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MIROUNGA_LEONINA_TERRAIN_BROAD_001,SRC_R02_B01_051,"Distribution, Breeding, and Diet, lines 317-334","The species cruises the Southern Ocean, breeds on sub-Antarctic island beaches, and feeds within pack ice near Antarctica.","The species occupies ocean, coastal breeding areas, and polar sea-ice waters.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MIROUNGA_LEONINA_TERRAIN_SPECIFIC_001,SRC_R02_B01_051,"Distribution, Breeding, and Diet, lines 317-334","The page explicitly describes pelagic foraging, sub-Antarctic breeding islands, and pack-ice feeding areas.","Controlled mappings supported are pelagic, island, and pack ice.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MOSCHIOLA_INDICA_PERSONALITY_ID_001,SRC_R02_B01_039,"Feature - Fauna, page 7 lines 315-323","Moschiola indica forages on the forest floor for fallen fruits, grasses, flowers, tubers, leaves, fungi, herbs, and occasional animal matter.",The exact species performs sustained forest-floor foraging across diverse small food items.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MOSCHIOLA_INDICA_TERRAIN_BROAD_001,SRC_R02_B01_039,"Feature - Fauna, page 7 lines 315-324","The species occurs in evergreen, semi-evergreen, and deciduous forest with dense undergrowth, near water, and hides by day in dens and tree-root spaces.","Natural habitat mappings are forest, freshwater-associated, and subterranean refuge.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MOSCHIOLA_INDICA_TERRAIN_SPECIFIC_001,SRC_R02_B01_039,"Feature - Fauna, page 7 lines 315-324","The account specifies forests, forest-floor use, proximity to water, and daytime dens.","Controlled mappings supported are woodland, forest floor, river, and burrow.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MOSCHUS_CHRYSOGASTER_PERSONALITY_ID_001,SRC_R02_B01_009,"Behavior, lines 105-109","Moschus chrysogaster scent-marks by rubbing its caudal gland against plants, leaving a greasy smear; adult males are probably territorial.",The exact species performs plant-based scent marking.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R02_B01_SPC_MOSCHUS_CHRYSOGASTER_TERRAIN_BROAD_001,SRC_R02_B01_009,"Habitat, lines 43-56","The species lives on moderate to steep mountain slopes in oak or fir forest up to the tree line, amid grass and shrubs.","Natural habitat mappings are mountain, forest, and grassland.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
